scenario,fips,pr_pipc_2015,pr_pipc_2020,pr_pipc_2025,pr_pipc_2030,pr_pipc_2035,pr_pipc_2040,pr_pipc_2045,pr_pipc_2050,pr_pipc_2055,pr_pipc_2060,pr_pipc_2065,pr_pipc_2070
SSP1,8067,44.297,47.394,50.529,54.238,57.794,62.137,66.148,70.014,74.421,78.516,83.255,87.590
SSP1,8069,41.013,44.211,47.322,50.919,54.313,58.471,62.286,65.951,70.155,74.047,78.588,82.728
SSP1,8071,33.486,36.482,39.433,42.908,46.208,50.289,54.038,57.650,61.811,65.670,70.183,74.303
SSP1,8073,32.875,35.742,38.482,41.709,44.749,48.568,52.059,55.420,59.335,62.959,67.249,71.154
SSP1,8075,35.463,38.317,41.110,44.423,47.563,51.486,55.084,58.551,62.571,66.296,70.682,74.679
SSP1,8077,36.249,39.266,42.198,45.627,48.861,52.868,56.540,60.072,64.153,67.932,72.365,76.407
SSP1,8079,44.040,46.552,49.289,52.730,56.094,60.293,64.189,67.962,72.287,76.311,80.986,85.262
SSP1,8081,39.944,42.818,45.718,49.189,52.507,56.617,60.403,64.053,68.252,72.150,76.700,80.856
SSP1,8083,35.074,38.177,41.210,44.750,48.103,52.229,56.019,59.666,63.859,67.748,72.289,76.435
SSP1,8085,32.946,35.981,38.910,42.319,45.529,49.509,53.153,56.658,60.713,64.469,68.883,72.907
SSP1,8087,33.438,36.267,39.013,42.264,45.336,49.190,52.718,56.116,60.068,63.728,68.051,71.988
SSP1,8089,33.034,36.056,38.978,42.389,45.606,49.595,53.250,56.768,60.835,64.605,69.032,73.069
SSP1,8091,42.316,45.327,48.356,51.932,55.345,59.542,63.409,67.137,71.410,75.378,79.996,84.217
SSP1,8093,36.483,39.609,42.567,45.965,49.145,53.083,56.681,60.138,64.144,67.853,72.222,76.201
SSP1,8095,37.588,39.996,42.459,45.528,48.472,52.232,55.687,59.025,62.927,66.543,70.826,74.727
SSP1,8097,74.591,78.950,83.209,87.897,92.337,97.494,102.265,106.847,111.931,116.669,122.021,126.939
SSP1,8099,34.626,37.558,40.432,43.826,47.043,51.040,54.709,58.243,62.329,66.117,70.562,74.617
SSP1,8101,33.246,36.140,38.941,42.234,45.339,49.222,52.775,56.194,60.165,63.840,68.177,72.126
SSP1,8103,42.196,45.097,48.030,51.523,54.861,58.990,62.792,66.459,70.674,74.587,79.153,83.323
SSP1,8105,37.422,40.682,43.835,47.475,50.914,55.116,58.975,62.689,66.945,70.894,75.493,79.693
SSP1,8107,49.560,52.886,56.198,60.036,63.692,68.119,72.202,76.135,80.603,84.756,89.551,93.939
SSP1,8109,28.747,31.882,34.855,38.281,41.492,45.464,49.096,52.587,56.628,60.370,64.770,68.781
SSP1,8111,32.427,35.686,38.782,42.320,45.633,49.699,53.418,56.992,61.110,64.925,69.396,73.473
SSP1,8113,48.248,51.749,55.239,59.251,63.076,67.666,71.906,75.989,80.600,84.891,89.817,94.330
SSP1,8115,47.112,49.719,52.506,55.978,59.362,63.573,67.478,71.256,75.585,79.612,84.289,88.566
SSP1,8117,46.578,50.498,54.195,58.292,62.134,66.700,70.895,74.920,79.469,83.694,88.554,93.002
SSP1,8119,43.061,45.836,48.589,51.879,55.007,58.925,62.515,65.972,69.977,73.686,78.057,82.036
SSP1,8121,38.965,41.857,44.674,48.016,51.188,55.147,58.780,62.281,66.334,70.092,74.510,78.538
SSP1,8123,31.574,34.426,37.149,40.340,43.331,47.096,50.531,53.832,57.686,61.247,65.472,69.313
SSP1,8125,42.892,45.875,48.861,52.393,55.760,59.911,63.733,67.416,71.646,75.572,80.151,84.333
SSP1,9001,76.466,80.251,84.097,88.504,92.733,97.733,102.377,106.848,111.829,116.467,121.723,126.550
SSP1,9003,53.661,56.892,60.101,63.842,67.402,71.742,75.744,79.596,83.982,88.049,92.758,97.063
SSP1,9005,53.163,56.439,59.692,63.474,67.087,71.482,75.536,79.440,83.873,87.992,92.755,97.109
SSP1,9007,55.073,58.368,61.674,65.531,69.224,73.698,77.832,81.815,86.327,90.523,95.358,99.782
SSP1,9009,49.681,52.791,55.886,59.516,62.972,67.212,71.120,74.882,79.183,83.170,87.804,92.037
SSP1,9011,49.197,52.397,55.581,59.301,62.849,67.176,71.167,75.009,79.388,83.453,88.164,92.470
SSP1,9013,47.997,51.218,54.406,58.121,61.664,65.987,69.969,73.803,78.171,82.226,86.928,91.222
SSP1,9015,40.910,43.931,46.891,50.366,53.664,57.744,61.490,65.097,69.247,73.094,77.597,81.702
SSP1,10001,36.773,39.602,42.385,45.691,48.824,52.744,56.338,59.800,63.814,67.531,71.909,75.897
SSP1,10003,47.669,50.813,53.879,57.435,60.794,64.925,68.717,72.363,76.550,80.428,84.957,89.089
SSP1,10005,38.227,41.172,44.073,47.493,50.733,54.751,58.439,61.988,66.086,69.881,74.331,78.388
SSP1,11001,69.891,72.730,75.925,79.897,83.825,88.602,93.072,97.403,102.265,106.802,111.969,116.715
SSP1,12001,38.523,41.544,44.509,47.986,51.277,55.344,59.074,62.663,66.794,70.620,75.097,79.178
SSP1,12003,28.578,31.463,34.223,37.451,40.483,44.289,47.763,51.103,54.997,58.598,62.864,66.744
SSP1,12005,39.656,42.645,45.608,49.104,52.425,56.526,60.295,63.923,68.098,71.967,76.487,80.612
SSP1,12007,31.452,34.297,37.112,40.465,43.651,47.626,51.276,54.793,58.861,62.633,67.062,71.101
SSP1,12009,39.867,42.695,45.428,48.644,51.663,55.457,58.916,62.233,66.095,69.653,73.869,77.694
SSP1,12011,43.680,46.399,48.993,52.040,54.865,58.465,61.734,64.858,68.528,71.889,75.911,79.548
SSP1,12013,25.341,28.246,31.033,34.301,37.372,41.215,44.728,48.107,52.041,55.682,59.986,63.905
SSP1,12015,37.285,40.331,43.235,46.596,49.744,53.654,57.223,60.649,64.621,68.291,72.620,76.557
SSP1,12017,34.550,37.472,40.299,43.618,46.743,50.640,54.201,57.623,61.591,65.258,69.582,73.515
SSP1,12019,36.609,39.606,42.452,45.745,48.823,52.663,56.163,59.523,63.429,67.037,71.305,75.184
SSP1,12021,58.633,61.616,64.625,68.173,71.563,75.743,79.584,83.276,87.494,91.397,95.948,100.088
SSP1,12023,30.855,33.778,36.603,39.922,43.051,46.954,50.527,53.964,57.954,61.646,65.999,69.964
SSP1,12027,27.020,29.903,32.615,35.777,38.733,42.459,45.854,49.117,52.937,56.468,60.667,64.485
SSP1,12029,23.931,26.830,29.567,32.755,35.733,39.478,42.891,46.172,50.011,53.560,57.776,61.610
SSP1,12031,41.433,44.440,47.369,50.785,53.993,57.968,61.606,65.097,69.133,72.857,77.231,81.212
SSP1,12033,37.788,40.604,43.389,46.708,49.855,53.789,57.398,60.873,64.900,68.627,73.012,77.007
SSP1,12035,35.566,38.520,41.361,44.680,47.799,51.684,55.231,58.637,62.588,66.236,70.541,74.454
SSP1,12037,31.410,34.582,37.633,41.149,44.458,48.528,52.257,55.844,59.978,63.809,68.296,72.389
SSP1,12039,30.230,33.254,36.189,39.614,42.846,46.850,50.520,54.051,58.131,61.911,66.348,70.394
SSP1,12041,32.974,35.723,38.465,41.755,44.886,48.810,52.413,55.885,59.912,63.643,68.035,72.037
SSP1,12043,25.505,28.309,30.961,34.077,36.990,40.677,44.036,47.266,51.057,54.560,58.733,62.527
SSP1,12045,28.410,31.306,34.087,37.350,40.417,44.258,47.769,51.146,55.079,58.719,63.022,66.940
SSP1,12047,22.792,25.786,28.588,31.827,34.846,38.626,42.069,45.378,49.242,52.814,57.052,60.906
SSP1,12049,28.073,30.952,33.683,36.877,39.871,43.637,47.073,50.377,54.236,57.804,62.039,65.890
SSP1,12051,29.618,31.668,33.668,36.200,38.596,41.816,44.739,47.563,50.961,54.095,57.923,61.384
SSP1,12053,33.193,36.135,38.936,42.198,45.248,49.059,52.531,55.860,59.735,63.308,67.539,71.379
SSP1,12055,32.522,35.496,38.327,41.625,44.718,48.580,52.107,55.498,59.439,63.084,67.390,71.309
SSP1,12057,40.893,43.743,46.534,49.823,52.913,56.778,60.310,63.693,67.616,71.224,75.483,79.346
SSP1,12059,28.549,31.486,34.343,37.704,40.878,44.829,48.449,51.934,55.971,59.711,64.110,68.120
SSP1,12061,51.830,55.436,58.913,62.828,66.512,70.938,75.001,78.901,83.324,87.426,92.167,96.498
SSP1,12063,31.313,34.257,37.143,40.548,43.775,47.782,51.459,55.000,59.090,62.881,67.329,71.385
SSP1,12065,32.337,35.421,38.401,41.863,45.129,49.162,52.859,56.415,60.518,64.321,68.780,72.846
SSP1,12067,22.429,25.424,28.211,31.425,34.416,38.165,41.577,44.856,48.691,52.235,56.446,60.276
SSP1,12069,35.258,38.027,40.665,43.766,46.669,50.348,53.695,56.905,60.661,64.123,68.250,71.989
SSP1,12071,43.413,46.498,49.487,52.947,56.185,60.175,63.813,67.293,71.306,74.999,79.335,83.272
SSP1,12073,40.137,43.249,46.298,49.851,53.210,57.339,61.129,64.773,68.959,72.836,77.362,81.490
SSP1,12075,29.497,32.283,34.977,38.167,41.172,44.957,48.415,51.743,55.625,59.215,63.471,67.341
SSP1,12077,27.616,30.580,33.415,36.720,39.825,43.699,47.240,50.646,54.605,58.270,62.596,66.536
SSP1,12079,27.048,29.940,32.723,35.993,39.071,42.923,46.447,49.838,53.783,57.436,61.751,65.681
SSP1,12081,42.796,46.040,49.161,52.741,56.106,60.230,64.007,67.632,71.793,75.643,80.143,84.242
SSP1,12083,34.844,37.694,40.456,43.710,46.770,50.603,54.102,57.459,61.361,64.960,69.215,73.077
SSP1,12085,54.287,58.045,61.591,65.528,69.211,73.626,77.673,81.556,85.963,90.051,94.781,99.103
SSP1,12086,38.577,41.015,43.407,46.309,49.006,52.496,55.671,58.710,62.307,65.593,69.542,73.113
SSP1,12087,57.262,60.304,63.477,67.263,70.929,75.401,79.545,83.545,88.076,92.292,97.151,101.596
SSP1,12089,46.768,49.894,53.043,56.749,60.295,64.626,68.622,72.472,76.859,80.934,85.654,89.968
SSP1,12091,45.590,48.571,51.586,55.165,58.585,62.793,66.671,70.408,74.688,78.660,83.279,87.498
SSP1,12093,27.825,30.566,33.176,36.260,39.150,42.817,46.158,49.371,53.142,56.625,60.779,64.552
SSP1,12095,37.471,40.249,42.891,45.982,48.841,52.461,55.740,58.870,62.543,65.906,69.924,73.553
SSP1,12097,28.770,31.361,33.799,36.691,39.380,42.844,45.977,48.978,52.532,55.795,59.728,63.279
SSP1,12099,54.667,58.314,61.726,65.502,68.986,73.184,77.008,80.652,84.815,88.642,93.103,97.159
SSP1,12101,33.415,36.156,38.789,41.902,44.821,48.518,51.882,55.107,58.876,62.344,66.474,70.213
SSP1,12103,45.795,48.918,51.961,55.489,58.810,62.899,66.647,70.245,74.379,78.198,82.664,86.731
SSP1,12105,35.306,37.984,40.598,43.713,46.645,50.363,53.754,57.008,60.810,64.311,68.475,72.249
SSP1,12107,30.012,32.665,35.258,38.370,41.314,45.048,48.461,51.745,55.584,59.133,63.349,67.179
SSP1,12109,51.835,55.229,58.581,62.437,66.098,70.519,74.589,78.498,82.932,87.045,91.794,96.131
SSP1,12111,32.706,35.664,38.477,41.745,44.798,48.612,52.088,55.423,59.308,62.893,67.136,70.991
SSP1,12113,37.751,40.634,43.468,46.823,50.000,53.957,57.584,61.074,65.114,68.853,73.249,77.253
SSP1,12115,54.379,57.904,61.301,65.147,68.763,73.123,77.124,80.963,85.330,89.376,94.060,98.337
SSP1,12117,43.087,46.267,49.336,52.864,56.177,60.247,63.968,67.534,71.632,75.416,79.847,83.876
SSP1,12119,31.870,34.352,36.859,39.941,42.887,46.642,50.083,53.398,57.267,60.845,65.088,68.942
SSP1,12121,30.284,33.264,36.127,39.469,42.612,46.525,50.106,53.550,57.546,61.246,65.606,69.579
SSP1,12123,29.303,32.274,35.104,38.404,41.501,45.366,48.899,52.297,56.250,59.909,64.230,68.166
SSP1,12125,22.255,25.051,27.727,30.884,33.847,37.588,41.001,44.285,48.128,51.682,55.903,59.742
SSP1,12127,35.264,38.047,40.724,43.878,46.831,50.558,53.951,57.205,61.005,64.504,68.664,72.435
SSP1,12129,32.178,35.254,38.218,41.660,44.901,48.909,52.580,56.111,60.190,63.969,68.404,72.447
SSP1,12131,35.522,38.314,41.156,44.580,47.861,51.941,55.699,59.323,63.497,67.369,71.895,76.025
SSP1,12133,27.746,30.742,33.619,36.970,40.121,44.040,47.624,51.072,55.070,58.772,63.135,67.108
SSP1,13001,29.120,32.117,35.008,38.388,41.574,45.532,49.157,52.645,56.685,60.428,64.830,68.843
SSP1,13003,24.332,27.507,30.458,33.820,36.946,40.823,44.356,47.748,51.692,55.340,59.651,63.575
SSP1,13005,27.504,30.451,33.263,36.545,39.625,43.474,46.992,50.375,54.314,57.960,62.268,66.192
SSP1,13007,34.897,37.886,40.872,44.410,47.787,51.952,55.788,59.487,63.732,67.674,72.267,76.464
SSP1,13009,30.510,33.871,37.018,40.580,43.905,47.974,51.694,55.265,59.380,63.192,67.657,71.730
SSP1,13011,31.269,34.498,37.585,41.125,44.451,48.534,52.275,55.870,60.010,63.847,68.337,72.433
SSP1,13013,31.935,34.832,37.591,40.814,43.836,47.628,51.087,54.411,58.288,61.871,66.121,69.984
SSP1,13015,30.514,33.534,36.366,39.625,42.662,46.458,49.915,53.235,57.106,60.683,64.925,68.782
SSP1,13017,29.103,32.201,35.132,38.508,41.668,45.587,49.167,52.610,56.603,60.300,64.658,68.628
SSP1,13019,29.902,32.930,35.820,39.175,42.325,46.241,49.821,53.264,57.258,60.957,65.316,69.286
SSP1,13021,37.360,40.439,43.410,46.859,50.106,54.120,57.797,61.334,65.418,69.202,73.641,77.689
SSP1,13023,31.518,34.500,37.370,40.719,43.870,47.791,51.378,54.830,58.834,62.542,66.910,70.891
SSP1,13025,25.429,28.271,30.981,34.165,37.151,40.910,44.341,47.641,51.499,55.067,59.302,63.154
SSP1,13027,32.228,35.000,37.777,41.113,44.295,48.272,51.928,55.454,59.534,63.317,67.759,71.810
SSP1,13029,40.954,43.996,47.057,50.677,54.138,58.384,62.299,66.071,70.385,74.390,79.043,83.294
SSP1,13031,28.118,31.166,34.074,37.446,40.609,44.535,48.125,51.576,55.577,59.280,63.642,67.616
SSP1,13033,29.490,32.343,35.126,38.426,41.550,45.458,49.041,52.491,56.495,60.204,64.575,68.557
SSP1,13035,28.040,31.137,34.038,37.366,40.469,44.328,47.847,51.227,55.158,58.795,63.094,67.007
SSP1,13037,25.201,28.364,31.321,34.700,37.850,41.753,45.314,48.735,52.706,56.380,60.716,64.664
SSP1,13039,33.914,37.072,40.108,43.619,46.925,50.993,54.721,58.305,62.434,66.259,70.737,74.821
SSP1,13043,27.811,30.759,33.565,36.836,39.901,43.734,47.236,50.603,54.526,58.155,62.449,66.358
SSP1,13045,30.736,33.666,36.488,39.789,42.897,46.780,50.329,53.743,57.707,61.375,65.705,69.645
SSP1,13047,31.634,34.582,37.433,40.772,43.919,47.841,51.431,54.885,58.890,62.599,66.968,70.947
SSP1,13049,21.821,24.849,27.655,30.876,33.866,37.611,41.017,44.287,48.113,51.649,55.851,59.672
SSP1,13051,41.896,45.009,48.076,51.660,55.059,59.230,63.064,66.754,70.985,74.908,79.478,83.651
SSP1,13053,44.130,46.588,49.269,52.668,55.997,60.165,64.034,67.780,72.080,76.079,80.731,84.984
SSP1,13055,26.255,29.238,32.051,35.311,38.358,42.168,45.644,48.985,52.881,56.485,60.753,64.636
SSP1,13057,38.074,41.328,44.421,47.947,51.248,55.301,59.004,62.554,66.640,70.417,74.846,78.876
SSP1,13059,28.548,31.633,34.512,37.809,40.874,44.693,48.170,51.508,55.398,58.993,63.252,67.125
SSP1,13061,32.039,34.978,37.913,41.397,44.717,48.825,52.605,56.249,60.442,64.333,68.878,73.029
SSP1,13063,28.766,31.627,34.281,37.352,40.200,43.812,47.089,50.233,53.932,57.342,61.423,65.124
SSP1,13065,27.072,30.074,32.942,36.284,39.426,43.338,46.916,50.358,54.353,58.053,62.413,66.386
SSP1,13067,47.084,50.487,53.739,57.420,60.857,65.035,68.853,72.506,76.686,80.543,85.040,89.133
SSP1,13069,27.643,30.784,33.728,37.100,40.244,44.142,47.699,51.116,55.084,58.755,63.087,67.032
SSP1,13071,29.650,32.677,35.563,38.912,42.054,45.962,49.533,52.968,56.954,60.644,64.995,68.958
SSP1,13073,44.070,47.352,50.542,54.222,57.701,61.942,65.838,69.583,73.866,77.836,82.451,86.664
SSP1,13075,27.118,29.990,32.747,35.987,39.033,42.854,46.346,49.706,53.623,57.247,61.535,65.439
SSP1,13077,35.108,38.240,41.229,44.674,47.907,51.902,55.556,59.065,63.118,66.869,71.277,75.291
SSP1,13079,32.812,35.802,38.728,42.168,45.428,49.465,53.172,56.741,60.859,64.677,69.151,73.233
SSP1,13081,28.567,31.626,34.533,37.897,41.049,44.964,48.542,51.982,55.974,59.669,64.025,67.993
SSP1,13083,29.026,32.031,34.914,38.270,41.426,45.351,48.942,52.395,56.400,60.107,64.475,68.454
SSP1,13085,34.519,37.698,40.754,44.272,47.581,51.652,55.381,58.965,63.093,66.918,71.397,75.482
SSP1,13087,31.101,34.223,37.229,40.713,43.994,48.041,51.750,55.317,59.432,63.246,67.716,71.793
SSP1,13089,41.234,44.102,46.851,50.058,53.056,56.826,60.262,63.558,67.402,70.947,75.155,78.976
SSP1,13091,26.292,29.244,32.034,35.278,38.313,42.114,45.583,48.919,52.811,56.411,60.676,64.558
SSP1,13093,23.036,26.042,28.808,31.975,34.905,38.587,41.931,45.141,48.908,52.388,56.536,60.305
SSP1,13095,31.052,34.155,37.094,40.479,43.645,47.569,51.153,54.597,58.592,62.288,66.644,70.612
SSP1,13097,31.869,34.949,37.827,41.124,44.196,48.027,51.515,54.864,58.761,62.362,66.628,70.506
SSP1,13099,35.207,38.192,41.169,44.694,48.055,52.201,56.019,59.698,63.924,67.847,72.422,76.600
SSP1,13101,26.555,29.531,32.364,35.665,38.761,42.625,46.156,49.552,53.502,57.158,61.476,65.408
SSP1,13103,34.974,37.947,40.866,44.305,47.566,51.607,55.316,58.887,63.006,66.823,71.295,75.373
SSP1,13105,30.841,33.871,36.775,40.152,43.328,47.273,50.882,54.354,58.377,62.103,66.488,70.484
SSP1,13107,28.690,31.702,34.595,37.966,41.138,45.079,48.687,52.157,56.179,59.903,64.288,68.283
SSP1,13109,30.373,33.366,36.253,39.630,42.812,46.767,50.389,53.874,57.910,61.649,66.046,70.055
SSP1,13111,30.323,33.374,36.328,39.770,43.018,47.037,50.721,54.266,58.360,62.154,66.604,70.662
SSP1,13113,46.203,49.624,52.917,56.664,60.191,64.470,68.393,72.160,76.457,80.439,85.064,89.284
SSP1,13115,35.100,38.127,41.056,44.475,47.701,51.699,55.363,58.890,62.966,66.742,71.175,75.217
SSP1,13117,41.887,45.305,48.528,52.165,55.564,59.705,63.486,67.108,71.258,75.094,79.580,83.662
SSP1,13119,31.063,34.272,37.313,40.797,44.062,48.083,51.761,55.296,59.377,63.158,67.595,71.641
SSP1,13121,55.533,58.700,61.831,65.440,68.844,73.015,76.840,80.510,84.707,88.586,93.113,97.235
SSP1,13123,30.293,33.408,36.372,39.791,42.996,46.962,50.589,54.076,58.112,61.849,66.244,70.250
SSP1,13125,25.465,28.633,31.553,34.868,37.940,41.757,45.231,48.565,52.452,56.045,60.302,64.176
SSP1,13127,38.807,42.091,45.225,48.805,52.162,56.272,60.036,63.653,67.813,71.668,76.175,80.287
SSP1,13129,28.996,32.030,34.885,38.176,41.247,45.078,48.572,51.928,55.837,59.452,63.730,67.622
SSP1,13131,29.874,32.777,35.608,38.944,42.098,46.030,49.633,53.101,57.122,60.847,65.232,69.228
SSP1,13133,41.226,44.159,47.204,50.880,54.432,58.790,62.824,66.721,71.160,75.289,80.062,84.432
SSP1,13135,35.645,38.988,42.006,45.336,48.353,52.071,55.407,58.565,62.243,65.594,69.586,73.180
SSP1,13137,30.145,33.362,36.392,39.849,43.080,47.063,50.703,54.198,58.240,61.982,66.382,70.391
SSP1,13139,33.702,36.710,39.545,42.813,45.861,49.668,53.135,56.462,60.336,63.914,68.156,72.010
SSP1,13141,22.806,25.810,28.643,31.923,34.990,38.819,42.313,45.672,49.586,53.207,57.492,61.392
SSP1,13143,30.450,33.311,36.060,39.291,42.328,46.141,49.624,52.975,56.882,60.497,64.776,68.671
SSP1,13145,46.277,49.306,52.403,56.096,59.648,63.995,68.014,71.890,76.307,80.413,85.164,89.509
SSP1,13147,29.250,32.363,35.299,38.679,41.840,45.761,49.342,52.783,56.775,60.469,64.824,68.790
SSP1,13149,28.944,31.825,34.650,37.996,41.169,45.127,48.757,52.255,56.306,60.060,64.474,68.498
SSP1,13151,32.551,35.876,38.936,42.375,45.556,49.473,53.033,56.442,60.390,64.033,68.331,72.236
SSP1,13153,37.802,40.620,43.384,46.667,49.775,53.667,57.234,60.669,64.659,68.353,72.707,76.674
SSP1,13155,29.939,32.913,35.782,39.140,42.306,46.245,49.853,53.325,57.350,61.079,65.468,69.468
SSP1,13157,32.615,35.764,38.777,42.251,45.516,49.543,53.229,56.774,60.864,64.653,69.098,73.150
SSP1,13159,32.036,35.160,38.134,41.567,44.790,48.776,52.423,55.930,59.986,63.743,68.157,72.181
SSP1,13161,27.496,30.569,33.450,36.767,39.862,43.715,47.230,50.608,54.539,58.175,62.475,66.389
SSP1,13163,28.633,31.612,34.475,37.821,40.973,44.896,48.488,51.943,55.951,59.663,64.036,68.019
SSP1,13165,26.918,29.895,32.743,36.065,39.185,43.075,46.632,50.054,54.029,57.710,62.052,66.007
SSP1,13167,23.281,26.364,29.222,32.494,35.534,39.327,42.780,46.096,49.966,53.544,57.787,61.647
SSP1,13169,36.003,39.080,42.077,45.580,48.896,52.986,56.741,60.356,64.518,68.377,72.890,77.008
SSP1,13171,29.495,32.585,35.527,38.924,42.110,46.057,49.667,53.137,57.157,60.880,65.263,69.256
SSP1,13173,27.422,30.257,32.974,36.175,39.183,42.966,46.422,49.749,53.633,57.226,61.486,65.362
SSP1,13175,32.467,35.568,38.546,42.000,45.252,49.270,52.951,56.492,60.582,64.371,68.818,72.873
SSP1,13177,41.803,44.761,47.783,51.406,54.893,59.178,63.138,66.960,71.326,75.384,80.089,84.392
SSP1,13179,31.982,34.507,37.033,40.120,43.058,46.797,50.224,53.527,57.392,60.969,65.210,69.069
SSP1,13181,30.996,33.948,36.811,40.170,43.341,47.287,50.903,54.384,58.417,62.154,66.550,70.558
SSP1,13183,23.794,26.658,29.389,32.591,35.592,39.366,42.809,46.121,49.990,53.569,57.813,61.673
SSP1,13185,33.564,36.494,39.335,42.674,45.823,49.748,53.343,56.802,60.814,64.529,68.903,72.889
SSP1,13187,29.804,32.956,35.943,39.375,42.589,46.561,50.192,53.681,57.718,61.456,65.851,69.857
SSP1,13189,32.682,35.621,38.455,41.771,44.893,48.788,52.351,55.780,59.762,63.449,67.797,71.758
SSP1,13191,25.420,28.539,31.472,34.841,37.987,41.890,45.451,48.873,52.845,56.521,60.857,64.806
SSP1,13193,24.356,27.463,30.352,33.654,36.723,40.544,44.024,47.366,51.260,54.861,59.126,63.007
SSP1,13195,32.455,35.621,38.659,42.163,45.461,49.521,53.241,56.819,60.942,64.764,69.241,73.324
SSP1,13197,27.979,30.930,33.777,37.106,40.240,44.147,47.721,51.161,55.154,58.852,63.211,67.183
SSP1,13199,29.581,32.494,35.318,38.642,41.781,45.697,49.285,52.739,56.747,60.459,64.832,68.816
SSP1,13201,33.971,37.059,40.083,43.613,46.957,51.073,54.854,58.494,62.681,66.565,71.102,75.244
SSP1,13205,28.746,31.695,34.528,37.842,40.961,44.851,48.410,51.835,55.812,59.495,63.839,67.796
SSP1,13207,40.496,43.412,46.365,49.898,53.286,57.470,61.329,65.053,69.322,73.288,77.904,82.122
SSP1,13209,28.314,31.197,33.982,37.263,40.356,44.227,47.769,51.180,55.147,58.820,63.155,67.105
SSP1,13211,37.316,40.497,43.600,47.200,50.607,54.784,58.620,62.313,66.548,70.478,75.058,79.241
SSP1,13213,28.072,31.055,33.888,37.178,40.261,44.109,47.624,51.002,54.935,58.573,62.874,66.789
SSP1,13215,39.963,42.808,45.651,49.041,52.267,56.283,59.974,63.531,67.638,71.446,75.909,79.979
SSP1,13217,28.043,31.186,34.080,37.367,40.411,44.201,47.647,50.953,54.809,58.371,62.596,66.438
SSP1,13219,53.702,56.906,60.270,64.288,68.190,72.895,77.270,81.494,86.248,90.678,95.739,100.381
SSP1,13221,33.282,36.436,39.505,43.069,46.440,50.581,54.383,58.043,62.246,66.146,70.698,74.854
SSP1,13223,36.551,39.491,42.389,45.818,49.075,53.116,56.826,60.397,64.512,68.322,72.787,76.854
SSP1,13225,32.348,35.330,38.178,41.497,44.613,48.498,52.049,55.465,59.434,63.108,67.444,71.393
SSP1,13227,37.516,40.698,43.798,47.389,50.786,54.950,58.775,62.455,66.678,70.596,75.164,79.336
SSP1,13229,30.479,33.327,36.100,39.384,42.489,46.376,49.937,53.366,57.351,61.042,65.394,69.360
SSP1,13231,32.310,35.498,38.550,42.065,45.369,49.434,53.158,56.739,60.866,64.691,69.171,73.258
SSP1,13233,28.665,31.620,34.444,37.739,40.833,44.696,48.227,51.623,55.571,59.225,63.542,67.471
SSP1,13235,28.627,31.617,34.422,37.661,40.678,44.457,47.899,51.206,55.069,58.641,62.878,66.733
SSP1,13237,34.808,37.953,41.004,44.540,47.878,51.983,55.749,59.373,63.542,67.409,71.928,76.053
SSP1,13239,28.924,32.044,35.054,38.544,41.834,45.890,49.608,53.185,57.310,61.134,65.614,69.701
SSP1,13241,32.808,35.950,38.987,42.503,45.817,49.897,53.638,57.237,61.382,65.225,69.722,73.825
