scenario,fips,pr_pipc_2015,pr_pipc_2020,pr_pipc_2025,pr_pipc_2030,pr_pipc_2035,pr_pipc_2040,pr_pipc_2045,pr_pipc_2050,pr_pipc_2055,pr_pipc_2060,pr_pipc_2065,pr_pipc_2070
SSP1,27001,33.417,36.413,39.354,42.816,46.101,50.166,53.899,57.494,61.637,65.479,69.975,74.078
SSP1,27003,41.148,44.296,47.343,50.868,54.195,58.289,62.043,65.651,69.798,73.639,78.131,82.226
SSP1,27005,38.106,41.030,43.988,47.519,50.899,55.072,58.919,62.629,66.885,70.838,75.441,79.647
SSP1,27007,33.977,37.009,39.993,43.502,46.834,50.944,54.721,58.359,62.543,66.424,70.958,75.097
SSP1,27009,36.608,39.721,42.763,46.308,49.664,53.791,57.582,61.231,65.425,69.315,73.858,78.004
SSP1,27011,42.531,45.268,48.151,51.684,55.105,59.339,63.257,67.043,71.376,75.404,80.081,84.358
SSP1,27013,37.353,40.414,43.403,46.896,50.201,54.279,58.022,61.624,65.773,69.620,74.122,78.229
SSP1,27015,40.126,43.121,46.098,49.619,52.972,57.109,60.915,64.583,68.798,72.710,77.274,81.442
SSP1,27017,33.962,36.976,39.901,43.327,46.564,50.576,54.254,57.794,61.883,65.673,70.120,74.175
SSP1,27019,56.037,59.265,62.581,66.495,70.270,74.837,79.068,83.149,87.759,92.049,96.976,101.488
SSP1,27021,38.502,41.485,44.491,48.066,51.488,55.699,59.582,63.326,67.615,71.598,76.231,80.464
SSP1,27023,45.534,48.318,51.249,54.833,58.307,62.594,66.564,70.399,74.781,78.856,83.578,87.898
SSP1,27025,36.420,39.453,42.365,45.752,48.941,52.899,56.522,60.007,64.041,67.778,72.174,76.179
SSP1,27027,36.569,39.316,42.077,45.405,48.583,52.558,56.212,59.736,63.813,67.594,72.033,76.081
SSP1,27029,31.472,34.377,37.240,40.634,43.857,47.864,51.542,55.086,59.181,62.978,67.432,71.495
SSP1,27031,42.222,45.330,48.441,52.101,55.595,59.869,63.809,67.605,71.943,75.972,80.649,84.925
SSP1,27033,42.068,45.010,47.983,51.533,54.933,59.125,62.990,66.718,70.991,74.961,79.580,83.801
SSP1,27035,35.693,38.781,41.789,45.301,48.623,52.717,56.475,60.091,64.254,68.115,72.628,76.747
SSP1,27037,47.706,50.978,54.153,57.804,61.249,65.456,69.316,73.023,77.263,81.188,85.760,89.930
SSP1,27039,38.903,41.931,44.923,48.440,51.782,55.903,59.692,63.341,67.536,71.428,75.973,80.123
SSP1,27041,39.364,42.316,45.286,48.821,52.200,56.368,60.210,63.913,68.163,72.109,76.705,80.904
SSP1,27043,43.711,46.528,49.457,53.010,56.439,60.675,64.591,68.374,72.703,76.726,81.399,85.672
SSP1,27045,37.961,40.846,43.740,47.196,50.497,54.590,58.358,61.991,66.174,70.055,74.591,78.732
SSP1,27047,38.887,41.698,44.527,47.927,51.176,55.219,58.941,62.530,66.672,70.514,75.013,79.118
SSP1,27049,42.131,45.089,48.050,51.567,54.926,59.076,62.898,66.584,70.815,74.744,79.326,83.510
SSP1,27051,42.322,45.046,47.904,51.415,54.817,59.035,62.940,66.713,71.036,75.054,79.722,83.991
SSP1,27053,57.010,60.286,63.549,67.338,70.936,75.310,79.343,83.222,87.631,91.717,96.442,100.759
SSP1,27055,41.373,44.352,47.345,50.901,54.301,58.489,62.349,66.070,70.337,74.300,78.913,83.128
SSP1,27057,33.475,36.475,39.426,42.899,46.195,50.269,54.011,57.616,61.768,65.619,70.125,74.237
SSP1,27059,37.932,40.943,43.895,47.364,50.654,54.722,58.460,62.059,66.206,70.052,74.553,78.660
SSP1,27061,34.842,37.800,40.714,44.157,47.426,51.477,55.198,58.783,62.916,66.749,71.237,75.332
SSP1,27063,46.556,49.099,51.870,55.346,58.744,62.975,66.901,70.700,75.051,79.099,83.796,88.094
SSP1,27065,32.726,35.667,38.527,41.891,45.071,49.028,52.656,56.148,60.193,63.941,68.348,72.366
SSP1,27067,42.849,45.768,48.751,52.331,55.772,60.011,63.925,67.701,72.023,76.038,80.702,84.966
SSP1,27069,44.547,47.409,50.388,54.013,57.524,61.844,65.846,69.711,74.121,78.223,82.971,87.316
SSP1,27071,37.678,40.634,43.592,47.106,50.461,54.604,58.418,62.095,66.319,70.240,74.813,78.989
SSP1,27073,48.754,51.409,54.329,57.984,61.572,65.994,70.109,74.093,78.621,82.839,87.699,92.153
SSP1,27075,41.727,44.621,47.597,51.176,54.620,58.863,62.783,66.567,70.896,74.920,79.592,83.863
SSP1,27077,33.896,37.013,40.053,43.598,46.954,51.082,54.873,58.522,62.717,66.609,71.154,75.303
SSP1,27079,38.356,41.403,44.380,47.869,51.174,55.255,59.002,62.610,66.765,70.620,75.128,79.243
SSP1,27081,40.766,43.578,46.492,50.027,53.437,57.652,61.547,65.309,69.618,73.623,78.277,82.532
SSP1,27083,41.241,44.207,47.186,50.728,54.109,58.278,62.118,65.819,70.066,74.009,78.602,82.799
SSP1,27085,37.890,40.998,44.010,47.513,50.821,54.898,58.637,62.235,66.380,70.223,74.720,78.824
SSP1,27087,32.874,35.810,38.732,42.206,45.517,49.615,53.384,57.018,61.200,65.081,69.615,73.756
SSP1,27089,41.408,44.239,47.173,50.737,54.178,58.427,62.357,66.152,70.494,74.529,79.214,83.497
SSP1,27091,45.274,48.111,51.047,54.602,58.029,62.260,66.171,69.948,74.271,78.289,82.956,87.223
SSP1,27093,36.501,39.370,42.203,45.569,48.765,52.747,56.404,59.927,64.002,67.780,72.216,76.261
SSP1,27095,30.435,33.432,36.282,39.596,42.706,46.582,50.124,53.529,57.488,61.152,65.479,69.418
SSP1,27097,34.516,37.431,40.331,43.777,47.059,51.129,54.871,58.478,62.633,66.488,70.998,75.114
SSP1,27099,40.573,43.345,46.141,49.512,52.736,56.758,60.460,64.031,68.154,71.980,76.463,80.553
SSP1,27101,47.016,49.704,52.606,56.202,59.711,64.046,68.071,71.965,76.404,80.537,85.314,89.688
SSP1,27103,40.080,43.113,46.145,49.726,53.142,57.341,61.208,64.936,69.208,73.175,77.791,82.010
SSP1,27105,40.344,43.202,46.108,49.598,52.941,57.079,60.893,64.572,68.798,72.723,77.299,81.480
SSP1,27107,43.441,46.309,49.278,52.870,56.338,60.611,64.563,68.379,72.740,76.795,81.497,85.797
SSP1,27109,47.798,50.984,54.156,57.869,61.408,65.724,69.702,73.534,77.904,81.963,86.666,90.966
SSP1,27111,37.839,40.760,43.691,47.187,50.527,54.656,58.460,62.126,66.341,70.252,74.815,78.983
SSP1,27113,43.830,46.627,49.532,53.063,56.473,60.690,64.589,68.354,72.668,76.677,81.336,85.596
SSP1,27115,31.031,33.956,36.791,40.127,43.277,47.203,50.799,54.262,58.277,61.997,66.376,70.368
SSP1,27117,42.655,45.333,48.150,51.612,54.962,59.127,62.978,66.699,70.971,74.941,79.563,83.787
SSP1,27119,39.020,41.766,44.570,47.974,51.242,55.313,59.065,62.687,66.860,70.734,75.262,79.397
SSP1,27121,42.050,44.766,47.632,51.151,54.564,58.793,62.708,66.492,70.825,74.853,79.531,83.809
SSP1,27123,45.600,48.681,51.693,55.202,58.523,62.621,66.385,70.006,74.169,78.026,82.538,86.652
SSP1,27125,33.722,36.600,39.467,42.889,46.152,50.203,53.929,57.520,61.662,65.505,70.003,74.108
SSP1,27127,43.112,45.971,48.916,52.475,55.905,60.138,64.049,67.825,72.147,76.164,80.830,85.097
SSP1,27129,43.566,46.275,49.117,52.610,55.994,60.194,64.081,67.837,72.142,76.145,80.797,85.051
SSP1,27131,34.427,37.415,40.301,43.675,46.857,50.814,54.438,57.926,61.964,65.705,70.106,74.118
SSP1,27133,42.878,45.610,48.447,51.905,55.240,59.385,63.214,66.912,71.161,75.108,79.708,83.911
SSP1,27135,38.851,41.946,45.007,48.594,52.002,56.187,60.036,63.744,67.996,71.942,76.539,80.738
SSP1,27137,39.068,42.083,45.060,48.565,51.893,56.000,59.777,63.414,67.597,71.478,76.010,80.148
SSP1,27139,45.243,48.443,51.586,55.241,58.714,62.961,66.867,70.627,74.924,78.910,83.544,87.776
SSP1,27141,34.630,37.676,40.596,43.988,47.180,51.143,54.768,58.253,62.283,66.014,70.403,74.399
SSP1,27143,39.609,42.304,45.094,48.501,51.785,55.879,59.658,63.308,67.510,71.413,75.971,80.134
SSP1,27145,36.861,39.887,42.859,46.349,49.656,53.741,57.493,61.104,65.262,69.116,73.623,77.736
SSP1,27147,40.773,43.801,46.782,50.291,53.623,57.735,61.515,65.155,69.343,73.228,77.766,81.908
SSP1,27149,44.457,47.226,50.157,53.751,57.240,61.544,65.533,69.386,73.786,77.878,82.617,86.954
SSP1,27151,39.795,42.420,45.189,48.609,51.921,56.050,59.867,63.557,67.798,71.739,76.333,80.530
SSP1,27153,32.285,35.191,38.064,41.473,44.715,48.742,52.441,56.005,60.120,63.935,68.407,72.487
SSP1,27155,48.325,50.886,53.714,57.287,60.802,65.156,69.208,73.132,77.603,81.767,86.577,90.981
SSP1,27157,40.220,43.273,46.304,49.872,53.270,57.449,61.295,65.001,69.251,73.197,77.793,81.992
SSP1,27159,32.240,35.016,37.784,41.106,44.270,48.227,51.863,55.368,59.427,63.190,67.612,71.645
SSP1,27161,38.660,41.545,44.422,47.855,51.130,55.195,58.935,62.541,66.698,70.554,75.066,79.184
SSP1,27163,50.069,53.385,56.643,60.406,63.979,68.319,72.315,76.158,80.534,84.595,89.298,93.596
SSP1,27165,38.010,40.915,43.808,47.248,50.525,54.588,58.325,61.927,66.079,69.930,74.437,78.551
SSP1,27167,42.948,45.644,48.491,52.000,55.406,59.632,63.545,67.327,71.659,75.686,80.364,84.641
SSP1,27169,36.318,39.296,42.210,45.636,48.880,52.902,56.593,60.147,64.250,68.053,72.513,76.580
SSP1,27171,37.153,40.244,43.225,46.685,49.948,53.980,57.674,61.226,65.322,69.115,73.564,77.619
SSP1,27173,42.156,45.019,47.974,51.545,54.987,59.231,63.154,66.940,71.273,75.299,79.974,84.249
SSP1,28001,33.764,36.772,39.718,43.182,46.465,50.526,54.255,57.846,61.985,65.825,70.319,74.420
SSP1,28003,29.881,32.899,35.792,39.161,42.329,46.265,49.866,53.331,57.347,61.066,65.445,69.435
SSP1,28005,29.808,32.634,35.453,38.824,42.035,46.037,49.715,53.261,57.359,61.159,65.617,69.683
SSP1,28007,27.718,30.628,33.455,36.783,39.924,43.842,47.430,50.884,54.891,58.602,62.974,66.958
SSP1,28009,23.619,26.504,29.260,32.492,35.525,39.330,42.806,46.149,50.049,53.658,57.931,61.821
SSP1,28011,32.292,35.147,38.014,41.447,44.726,48.798,52.546,56.161,60.326,64.190,68.709,72.835
SSP1,28013,29.347,32.333,35.229,38.619,41.819,45.793,49.434,52.939,56.995,60.753,65.169,69.196
SSP1,28015,34.076,36.897,39.769,43.232,46.555,50.677,54.479,58.148,62.367,66.285,70.855,75.031
SSP1,28017,29.491,32.401,35.228,38.561,41.712,45.641,49.241,52.708,56.728,60.453,64.838,68.834
SSP1,28019,27.439,30.219,32.959,36.233,39.339,43.234,46.806,50.249,54.248,57.954,62.321,66.301
SSP1,28021,29.395,32.155,34.899,38.195,41.335,45.268,48.881,52.364,56.402,60.145,64.549,68.563
SSP1,28023,28.878,31.881,34.786,38.185,41.393,45.374,49.022,52.533,56.595,60.359,64.781,68.813
SSP1,28025,30.591,33.539,36.408,39.780,42.965,46.926,50.557,54.053,58.100,61.850,66.259,70.278
SSP1,28027,32.873,35.873,38.846,42.354,45.689,49.805,53.591,57.237,61.432,65.323,69.867,74.017
SSP1,28029,26.654,29.624,32.476,35.809,38.945,42.852,46.426,49.864,53.854,57.549,61.904,65.871
SSP1,28031,29.997,32.845,35.666,39.022,42.210,46.185,49.834,53.350,57.418,61.189,65.619,69.658
SSP1,28033,35.111,38.395,41.502,45.038,48.346,52.404,56.113,59.672,63.772,67.565,72.012,76.062
SSP1,28035,32.197,35.154,38.034,41.414,44.607,48.575,52.212,55.712,59.763,63.515,67.925,71.945
SSP1,28037,28.524,31.413,34.255,37.624,40.822,44.803,48.458,51.978,56.052,59.828,64.262,68.306
SSP1,28039,27.560,30.437,33.218,36.490,39.574,43.434,46.964,50.362,54.313,57.970,62.290,66.222
SSP1,28041,24.749,27.570,30.314,33.565,36.638,40.493,44.021,47.419,51.372,55.031,59.354,63.290
SSP1,28043,30.967,33.935,36.819,40.204,43.402,47.376,51.018,54.524,58.581,62.341,66.758,70.786
SSP1,28045,36.901,39.677,42.484,45.869,49.108,53.145,56.861,60.445,64.580,68.415,72.907,77.005
SSP1,28047,37.716,40.544,43.362,46.728,49.929,53.920,57.586,61.119,65.203,68.987,73.427,77.476
SSP1,28049,37.770,40.733,43.644,47.073,50.320,54.346,58.041,61.598,65.703,69.507,73.965,78.030
SSP1,28051,27.410,30.190,32.952,36.264,39.415,43.359,46.981,50.473,54.520,58.272,62.683,66.705
SSP1,28053,30.351,33.305,36.194,39.603,42.834,46.844,50.525,54.070,58.166,61.963,66.418,70.480
SSP1,28055,37.238,39.795,42.571,46.047,49.442,53.670,57.592,61.388,65.736,69.780,74.475,78.769
SSP1,28057,31.442,34.361,37.234,40.633,43.859,47.868,51.550,55.096,59.194,62.993,67.450,71.514
SSP1,28059,37.071,39.932,42.803,46.236,49.514,53.586,57.332,60.943,65.103,68.960,73.471,77.587
SSP1,28061,30.671,33.557,36.431,39.853,43.112,47.160,50.883,54.471,58.610,62.449,66.944,71.046
SSP1,28063,26.918,29.579,32.281,35.569,38.718,42.671,46.310,49.821,53.889,57.663,62.096,66.139
SSP1,28065,28.371,31.187,33.979,37.311,40.478,44.434,48.065,51.564,55.618,59.375,63.791,67.818
SSP1,28067,34.768,37.726,40.656,44.122,47.417,51.495,55.245,58.857,63.018,66.877,71.390,75.510
SSP1,28069,26.721,29.744,32.658,36.062,39.271,43.252,46.900,50.409,54.469,58.232,62.652,66.682
SSP1,28071,33.834,36.780,39.709,43.176,46.475,50.558,54.313,57.931,62.098,65.963,70.482,74.606
SSP1,28073,35.652,38.619,41.570,45.068,48.400,52.516,56.304,59.953,64.149,68.042,72.587,76.736
SSP1,28075,34.074,37.073,39.972,43.363,46.560,50.530,54.166,57.666,61.716,65.468,69.879,73.900
SSP1,28077,32.607,35.705,38.743,42.294,45.662,49.803,53.609,57.273,61.483,65.388,69.946,74.108
SSP1,28079,26.992,29.981,32.859,36.219,39.380,43.311,46.907,50.367,54.379,58.094,62.468,66.455
SSP1,28081,35.691,38.773,41.757,45.229,48.504,52.548,56.256,59.823,63.938,67.750,72.218,76.293
SSP1,28083,31.406,34.312,37.175,40.565,43.780,47.777,51.447,54.982,59.069,62.858,67.304,71.360
SSP1,28085,29.843,32.829,35.719,39.101,42.289,46.249,49.877,53.368,57.411,61.156,65.559,69.573
SSP1,28087,34.274,37.249,40.148,43.556,46.780,50.781,54.452,57.985,62.070,65.855,70.297,74.348
SSP1,28089,49.025,52.271,55.613,59.559,63.362,67.954,72.210,76.314,80.948,85.259,90.205,94.736
SSP1,28091,29.477,32.326,35.133,38.469,41.635,45.586,49.211,52.704,56.750,60.500,64.908,68.928
SSP1,28093,27.805,30.662,33.438,36.717,39.817,43.698,47.251,50.671,54.644,58.321,62.661,66.611
SSP1,28095,29.982,32.904,35.739,39.072,42.218,46.141,49.734,53.193,57.204,60.920,65.295,69.283
SSP1,28097,29.553,32.451,35.294,38.656,41.841,45.807,49.446,52.951,57.009,60.771,65.190,69.221
SSP1,28099,36.035,39.003,41.994,45.548,48.945,53.131,56.989,60.710,64.977,68.939,73.552,77.767
SSP1,28101,29.944,32.954,35.866,39.270,42.481,46.463,50.113,53.625,57.687,61.451,65.873,69.905
SSP1,28103,27.535,30.439,33.281,36.640,39.820,43.781,47.414,50.913,54.965,58.720,63.133,67.157
SSP1,28105,30.228,33.162,36.027,39.400,42.589,46.556,50.193,53.695,57.749,61.505,65.919,69.944
SSP1,28107,29.130,32.063,34.925,38.297,41.487,45.455,49.093,52.596,56.651,60.408,64.824,68.850
SSP1,28109,29.810,32.642,35.415,38.705,41.819,45.716,49.286,52.723,56.714,60.409,64.766,68.734
SSP1,28111,25.814,28.750,31.591,34.924,38.067,41.985,45.571,49.023,53.027,56.736,61.105,65.086
SSP1,28113,29.468,32.380,35.217,38.562,41.723,45.663,49.273,52.749,56.776,60.508,64.898,68.900
SSP1,28115,28.498,31.537,34.452,37.841,41.027,44.981,48.599,52.078,56.108,59.841,64.232,68.234
SSP1,28117,26.653,29.569,32.378,35.677,38.785,42.668,46.221,49.641,53.615,57.294,61.636,65.590
SSP1,28119,29.388,32.248,35.088,38.470,41.687,45.692,49.372,52.919,57.018,60.820,65.279,69.347
SSP1,28121,38.114,41.375,44.537,48.184,51.628,55.833,59.693,63.404,67.654,71.594,76.181,80.368
SSP1,28123,28.524,31.442,34.271,37.597,40.736,44.650,48.235,51.685,55.688,59.395,63.763,67.743
SSP1,28125,31.501,34.302,37.142,40.561,43.837,47.910,51.662,55.283,59.455,63.328,67.855,71.989
SSP1,28127,33.218,35.945,38.690,42.003,45.167,49.129,52.772,56.287,60.356,64.130,68.563,72.606
SSP1,28129,29.167,32.214,35.158,38.583,41.809,45.804,49.464,52.984,57.053,60.824,65.252,69.289
SSP1,28131,29.883,32.763,35.567,38.875,42.000,45.903,49.478,52.920,56.913,60.612,64.972,68.943
SSP1,28133,28.006,30.818,33.586,36.885,40.015,43.932,47.524,50.985,55.001,58.722,63.104,67.097
SSP1,28135,26.124,29.037,31.864,35.189,38.326,42.239,45.822,49.271,53.273,56.980,61.348,65.327
SSP1,28137,30.290,33.350,36.286,39.694,42.900,46.872,50.509,54.008,58.055,61.805,66.213,70.231
SSP1,28139,27.855,30.887,33.782,37.145,40.304,44.230,47.820,51.273,55.278,58.987,63.355,67.336
SSP1,28141,26.766,29.825,32.708,36.037,39.149,43.023,46.559,49.958,53.908,57.563,61.880,65.811
SSP1,28143,30.451,33.290,36.122,39.508,42.737,46.758,50.456,54.022,58.139,61.958,66.435,70.519
SSP1,28145,29.253,32.263,35.145,38.500,41.652,45.573,49.159,52.609,56.609,60.314,64.678,68.655
SSP1,28147,27.399,30.207,32.966,36.250,39.361,43.258,46.830,50.271,54.268,57.971,62.335,66.312
SSP1,28149,37.638,40.746,43.781,47.319,50.667,54.787,58.571,62.212,66.399,70.282,74.818,78.958
SSP1,28151,31.944,34.812,37.646,41.018,44.222,48.211,51.875,55.405,59.487,63.272,67.714,71.766
SSP1,28153,29.747,32.712,35.627,39.063,42.323,46.362,50.072,53.644,57.766,61.589,66.067,70.152
SSP1,28155,27.884,30.894,33.785,37.154,40.324,44.263,47.867,51.335,55.354,59.077,63.460,67.453
SSP1,28157,26.311,29.171,31.956,35.253,38.371,42.270,45.842,49.282,53.276,56.977,61.338,65.313
SSP1,28159,28.101,31.086,33.964,37.325,40.491,44.427,48.031,51.498,55.517,59.239,63.622,67.615
SSP1,28161,30.875,33.867,36.778,40.194,43.426,47.433,51.108,54.646,58.734,62.524,66.971,71.027
SSP1,28163,27.208,30.162,32.992,36.297,39.402,43.277,46.819,50.226,54.186,57.851,62.178,66.118
SSP1,29001,30.425,33.392,36.266,39.637,42.818,46.774,50.398,53.886,57.927,61.671,66.074,70.087
SSP1,29003,44.394,47.149,50.033,53.559,56.973,61.201,65.114,68.895,73.225,77.251,81.926,86.201
SSP1,29005,39.792,42.472,45.232,48.602,51.844,55.894,59.629,63.237,67.398,71.261,75.781,79.907
SSP1,29007,33.871,36.750,39.543,42.845,45.964,49.864,53.437,56.878,60.872,64.572,68.933,72.907
SSP1,29009,31.534,34.375,37.151,40.440,43.552,47.445,51.012,54.446,58.434,62.127,66.482,70.448
SSP1,29011,32.237,35.208,38.097,41.492,44.704,48.693,52.352,55.875,59.949,63.726,68.160,72.204
SSP1,29013,34.375,37.238,40.064,43.424,46.614,50.591,54.242,57.760,61.831,65.606,70.039,74.082
SSP1,29015,31.030,33.930,36.777,40.148,43.346,47.326,50.980,54.499,58.571,62.345,66.777,70.819
SSP1,29017,29.763,32.686,35.555,38.946,42.161,46.157,49.825,53.359,57.443,61.230,65.674,69.728
SSP1,29019,39.860,43.019,46.099,49.677,53.061,57.214,61.027,64.695,68.906,72.811,77.365,81.522
SSP1,29021,35.603,38.591,41.489,44.886,48.094,52.077,55.727,59.241,63.306,67.073,71.497,75.531
SSP1,29023,36.246,39.225,42.198,45.723,49.084,53.231,57.049,60.729,64.955,68.878,73.453,77.631
SSP1,29025,36.647,39.585,42.508,45.977,49.280,53.370,57.133,60.759,64.934,68.809,73.338,77.473
SSP1,29027,31.958,34.916,37.746,41.052,44.159,48.036,51.580,54.990,58.953,62.621,66.950,70.893
SSP1,29029,35.180,38.367,41.437,44.980,48.316,52.415,56.171,59.783,63.938,67.790,72.295,76.404
SSP1,29031,37.751,40.789,43.770,47.266,50.579,54.667,58.423,62.038,66.201,70.061,74.574,78.693
SSP1,29033,36.323,38.981,41.656,44.904,48.007,51.911,55.499,58.961,62.980,66.707,71.095,75.095
SSP1,29035,29.455,32.333,35.155,38.495,41.658,45.602,49.218,52.702,56.739,60.480,64.880,68.892
SSP1,29037,37.211,40.280,43.239,46.680,49.925,53.941,57.621,61.161,65.247,69.032,73.473,77.522
SSP1,29039,29.164,32.127,34.989,38.347,41.515,45.458,49.070,52.547,56.576,60.310,64.702,68.706
SSP1,29041,38.023,40.782,43.562,46.912,50.113,54.111,57.788,61.336,65.437,69.242,73.705,77.776
SSP1,29043,33.846,36.894,39.824,43.233,46.441,50.417,54.056,57.555,61.601,65.347,69.749,73.759
SSP1,29045,31.662,34.552,37.389,40.748,43.934,47.901,51.543,55.051,59.111,62.876,67.299,71.333
SSP1,29047,40.501,43.727,46.807,50.340,53.655,57.728,61.457,65.039,69.163,72.982,77.454,81.531
SSP1,29049,36.799,39.713,42.570,45.949,49.155,53.144,56.805,60.332,64.410,68.191,72.630,76.678
SSP1,29051,42.310,45.356,48.379,51.937,55.322,59.488,63.321,67.014,71.252,75.184,79.767,83.953
SSP1,29053,32.329,35.075,37.770,40.993,44.049,47.893,51.415,54.809,58.761,62.421,66.744,70.682
SSP1,29055,32.515,35.390,38.218,41.569,44.746,48.707,52.341,55.842,59.896,63.653,68.069,72.095
SSP1,29057,28.838,31.762,34.573,37.865,40.962,44.832,48.371,51.776,55.734,59.398,63.725,67.664
SSP1,29059,30.791,33.762,36.663,40.069,43.290,47.289,50.957,54.488,58.568,62.350,66.789,70.836
SSP1,29061,30.402,33.379,36.238,39.580,42.726,46.642,50.227,53.675,57.677,61.383,65.750,69.729
SSP1,29063,26.140,28.698,31.195,34.218,37.075,40.725,44.061,47.275,51.055,54.550,58.716,62.504
SSP1,29065,30.448,33.371,36.210,39.550,42.705,46.637,50.239,53.707,57.729,61.454,65.839,69.837
SSP1,29067,27.284,30.207,33.049,36.391,39.548,43.482,47.087,50.557,54.579,58.306,62.692,66.690
SSP1,29069,33.038,35.944,38.828,42.254,45.514,49.561,53.280,56.865,60.999,64.833,69.323,73.420
SSP1,29071,37.275,40.288,43.215,46.637,49.873,53.886,57.564,61.104,65.190,68.975,73.418,77.467
SSP1,29073,34.143,37.197,40.152,43.600,46.855,50.882,54.574,58.127,62.229,66.031,70.490,74.556
SSP1,29075,36.017,38.787,41.583,44.956,48.183,52.207,55.912,59.487,63.614,67.444,71.931,76.026
SSP1,29077,36.836,39.922,42.900,46.357,49.610,53.628,57.308,60.846,64.929,68.708,73.140,77.180
SSP1,29079,33.331,36.224,39.061,42.424,45.613,49.585,53.230,56.743,60.808,64.576,69.003,73.040
SSP1,29081,32.356,35.299,38.166,41.544,44.739,48.713,52.357,55.865,59.927,63.691,68.113,72.146
SSP1,29083,34.614,37.473,40.300,43.662,46.858,50.841,54.499,58.024,62.102,65.883,70.322,74.370
SSP1,29085,25.358,28.271,31.059,34.325,37.395,41.236,44.747,48.126,52.060,55.701,60.006,63.926
SSP1,29087,36.285,39.146,41.974,45.341,48.540,52.525,56.185,59.711,63.791,67.573,72.014,76.064
SSP1,29089,36.871,39.668,42.488,45.880,49.125,53.167,56.888,60.478,64.620,68.463,72.963,77.069
SSP1,29091,29.843,32.770,35.613,38.957,42.115,46.049,49.653,53.122,57.145,60.871,65.257,69.254
SSP1,29093,29.598,32.430,35.181,38.443,41.526,45.391,48.930,52.339,56.304,59.976,64.310,68.258
SSP1,29095,41.303,44.269,47.171,50.579,53.799,57.800,61.471,65.004,69.084,72.861,77.293,81.334
SSP1,29097,32.226,35.314,38.253,41.649,44.831,48.775,52.381,55.847,59.862,63.578,67.953,71.939
SSP1,29099,36.169,39.194,42.120,45.534,48.753,52.745,56.401,59.917,63.979,67.740,72.157,76.182
SSP1,29101,32.023,34.777,37.484,40.717,43.782,47.635,51.165,54.566,58.522,62.185,66.511,70.450
SSP1,29103,32.634,35.497,38.308,41.647,44.814,48.766,52.393,55.888,59.936,63.689,68.101,72.124
SSP1,29105,30.000,32.900,35.700,38.989,42.087,45.959,49.500,52.909,56.871,60.539,64.869,68.812
SSP1,29107,38.227,41.047,43.850,47.197,50.385,54.363,58.017,61.538,65.611,69.387,73.822,77.864
SSP1,29109,29.451,32.353,35.148,38.432,41.526,45.395,48.934,52.340,56.298,59.962,64.288,68.226
SSP1,29111,30.139,33.058,35.889,39.226,42.378,46.308,49.908,53.375,57.394,61.118,65.501,69.497
SSP1,29113,32.243,35.209,38.030,41.313,44.392,48.239,51.752,55.131,59.063,62.702,67.004,70.920
SSP1,29115,33.205,36.092,38.908,42.242,45.397,49.334,52.945,56.422,60.453,64.189,68.584,72.591
SSP1,29117,34.446,37.487,40.410,43.815,47.020,50.993,54.632,58.132,62.183,65.936,70.348,74.369
SSP1,29119,27.531,30.492,33.327,36.633,39.739,43.614,47.156,50.562,54.521,58.185,62.511,66.450
SSP1,29121,33.445,36.370,39.219,42.577,45.753,49.707,53.332,56.822,60.865,64.612,69.018,73.034
SSP1,29123,29.710,32.597,35.404,38.719,41.852,45.765,49.350,52.802,56.809,60.520,64.893,68.877
SSP1,29125,33.590,36.488,39.371,42.805,46.076,50.136,53.869,57.468,61.616,65.465,69.969,74.079
SSP1,29127,35.194,38.085,40.939,44.328,47.548,51.553,55.232,58.776,62.873,66.671,71.126,75.190
SSP1,29129,29.720,32.576,35.359,38.650,41.759,45.647,49.209,52.639,56.624,60.315,64.669,68.635
SSP1,29131,29.516,32.351,35.097,38.342,41.401,45.239,48.749,52.128,56.062,59.705,64.010,67.930
SSP1,29133,30.171,33.168,36.086,39.510,42.748,46.760,50.441,53.985,58.078,61.873,66.325,70.385
SSP1,29135,33.709,36.543,39.337,42.661,45.816,49.758,53.375,56.860,60.899,64.642,69.045,73.059
SSP1,29137,33.242,36.202,39.065,42.431,45.609,49.564,53.187,56.676,60.717,64.461,68.864,72.878
SSP1,29139,34.621,37.590,40.486,43.896,47.126,51.134,54.813,58.355,62.449,66.243,70.696,74.756
SSP1,29141,32.840,35.715,38.549,41.911,45.101,49.075,52.722,56.237,60.304,64.074,68.502,72.540
SSP1,29143,32.452,35.446,38.408,41.905,45.230,49.337,53.113,56.750,60.936,64.819,69.356,73.498
SSP1,29145,36.017,38.967,41.889,45.349,48.642,52.719,56.468,60.080,64.240,68.099,72.612,76.731
SSP1,29147,29.861,32.832,35.699,39.055,42.216,46.149,49.749,53.213,57.229,60.948,65.327,69.318
SSP1,29149,26.739,29.599,32.384,35.674,38.782,42.669,46.229,49.657,53.640,57.330,61.680,65.644
SSP1,29151,37.438,40.351,43.250,46.692,49.970,54.034,57.771,61.374,65.526,69.378,73.886,78.000
SSP1,29153,27.156,30.119,32.974,36.317,39.468,43.392,46.985,50.442,54.452,58.167,62.541,66.528
SSP1,29155,33.623,36.466,39.326,42.755,46.034,50.106,53.856,57.472,61.639,65.507,70.029,74.157
